,scNym_confidence
66334,0.7607686
66335,0.62856436
66336,0.6668182
66337,0.8391799
66338,0.7794574
66339,0.75554913
66340,0.61904514
66341,0.7935502
66342,0.6962576
66343,0.58514345
66344,0.85283804
66345,0.63487273
66346,0.7702694
66347,0.66972345
66348,0.8560974
66349,0.77971536
66350,0.76605606
66351,0.77446806
66352,0.66421896
66353,0.846296
66354,0.6274473
66355,0.6539964
66356,0.825413
66357,0.7741269
66358,0.72210944
66359,0.78774637
66360,0.6485931
66361,0.7303895
66362,0.63094026
66363,0.7431518
66364,0.831493
66365,0.776184
66366,0.66366005
66367,0.57954395
66368,0.7497039
66369,0.8081572
66370,0.69696003
66371,0.76929784
66372,0.67754865
66373,0.77406615
66374,0.6340145
66375,0.8401297
66376,0.6575591
66377,0.8327618
66378,0.765105
66379,0.685401
66380,0.811766
66381,0.6918667
66382,0.61391187
66383,0.78296953
66384,0.6612525
66385,0.719519
66386,0.66473645
66387,0.67430145
66388,0.6432415
66389,0.6979212
66390,0.69990575
66391,0.79890496
66392,0.68143046
66393,0.6761067
66394,0.776809
66395,0.80210584
66396,0.7076459
66397,0.7920852
66398,0.7698845
66399,0.7040833
66400,0.796453
66401,0.61892563
66402,0.59483033
66403,0.66468346
66404,0.8197413
66405,0.76305395
66406,0.6469225
66407,0.65338117
66408,0.6644831
66409,0.7554223
66410,0.64821017
66411,0.8281407
66412,0.80920136
66413,0.6483104
66414,0.61882144
66415,0.6877402
66416,0.7687242
66417,0.7498912
66418,0.70446724
66419,0.7873733
66420,0.6555958
66421,0.6727967
66422,0.674332
66423,0.77531296
66424,0.5862844
66425,0.84037447
66426,0.674204
66427,0.8035492
66428,0.79520214
66429,0.80121017
66430,0.6639008
66431,0.8173623
66432,0.66397977
66433,0.68727946
66434,0.82104975
66435,0.8060069
66436,0.8140685
66437,0.7921709
66438,0.7978692
66439,0.80892867
66440,0.59968776
66441,0.766341
66442,0.6079644
66443,0.6327475
66444,0.7740552
66445,0.8369417
66446,0.7226395
66447,0.8350504
66448,0.81923515
66449,0.78709936
66450,0.73139614
66451,0.5894016
66452,0.67529255
66453,0.75625426
66454,0.6005337
66455,0.6864814
66456,0.76103765
66457,0.86940145
66458,0.7689499
66459,0.59571564
66460,0.597517
66461,0.6458823
66462,0.81002295
66463,0.6355388
66464,0.7852622
66465,0.82178724
66466,0.77006066
66467,0.6804331
66468,0.7942796
66469,0.7632115
66470,0.7077008
66471,0.67390615
66472,0.8073279
66473,0.7755188
66474,0.6848397
66475,0.80617833
66476,0.6502233
66477,0.821426
66478,0.67051107
66479,0.7849106
66480,0.75432813
66481,0.77584404
66482,0.773893
66483,0.6464258
66484,0.64840937
66485,0.66444963
66486,0.74821746
66487,0.6012085
66488,0.80260235
66489,0.67509204
66490,0.76582235
66491,0.7135811
66492,0.6722298
66493,0.81596774
66494,0.77318585
66495,0.69653434
66496,0.77866995
66497,0.83602303
66498,0.8059258
66499,0.58946997
66500,0.79209965
66501,0.70135003
66502,0.7146943
66503,0.67869306
66504,0.6295613
66505,0.64241374
66506,0.8540479
66507,0.61182904
66508,0.7887517
66509,0.6058666
66510,0.8390433
66511,0.7611171
66512,0.6858816
66513,0.7720058
66514,0.64901906
66515,0.6872
66516,0.8712525
66517,0.7787141
66518,0.7885208
66519,0.77928734
66520,0.87097234
66521,0.77496874
66522,0.56016153
66523,0.6745698
66524,0.7328425
66525,0.8350795
66526,0.90264416
66527,0.7773343
66528,0.7717826
66529,0.8204974
66530,0.8356369
66531,0.78455424
66532,0.7582014
66533,0.82097787
66534,0.82499975
66535,0.74328583
66536,0.78130853
66537,0.89852095
66538,0.7736008
66539,0.66777706
66540,0.84875363
66541,0.86856765
66542,0.7074931
66543,0.6489375
66544,0.8079319
66545,0.7015701
66546,0.71321106
66547,0.8018068
66548,0.68944615
66549,0.8344467
66550,0.76268643
66551,0.71122813
66552,0.76681185
66553,0.7684282
66554,0.7496972
66555,0.6021131
66556,0.75160617
66557,0.7921144
66558,0.695853
66559,0.5604783
66560,0.7642855
66561,0.8261026
66562,0.8091899
66563,0.57176214
66564,0.6637136
66565,0.7672092
66566,0.74708813
66567,0.7611562
66568,0.8583824
66569,0.77196926
66570,0.7722217
66571,0.7271675
66572,0.8633459
66573,0.79376745
66574,0.6575459
66575,0.57080656
66576,0.78914845
66577,0.6562215
66578,0.5859404
66579,0.7082485
66580,0.6981887
66581,0.79610217
66582,0.6921376
66583,0.77844113
66584,0.78176236
66585,0.7637385
66586,0.82460225
66587,0.67556655
66588,0.77992404
66589,0.8083094
66590,0.67826253
66591,0.78015834
66592,0.7711144
66593,0.81316
66594,0.77085596
66595,0.7861865
66596,0.68542284
66597,0.75228953
66598,0.6495432
66599,0.85742253
66600,0.7393088
66601,0.8194176
66602,0.73725516
66603,0.6762122
66604,0.6626828
66605,0.6490555
66606,0.7998691
66607,0.7239878
66608,0.69443595
66609,0.7274361
66610,0.629196
66611,0.8155357
66612,0.7755311
66613,0.6585308
66614,0.7394975
66615,0.8512556
66616,0.7387832
66617,0.6610669
66618,0.7480957
66619,0.78379136
66620,0.6764001
66621,0.8326627
66622,0.77503216
66623,0.7007528
66624,0.5857616
66625,0.76755595
66626,0.7740313
66627,0.7965807
66628,0.74335414
66629,0.6528681
66630,0.7909383
66631,0.7732475
66632,0.66679513
66633,0.76957643
66634,0.69264764
66635,0.6099149
66636,0.8026317
66637,0.74313706
66638,0.753064
66639,0.6789843
66640,0.78285974
66641,0.8002238
66642,0.8364282
66643,0.69660956
66644,0.851404
66645,0.6856642
66646,0.8373987
66647,0.7448179
66648,0.6589932
66649,0.7479466
66650,0.67948765
66651,0.6624587
66652,0.690687
66653,0.8180341
66654,0.6188662
66655,0.7872566
66656,0.6643671
66657,0.8151766
66658,0.8722363
66659,0.77076226
66660,0.8441674
66661,0.84014976
66662,0.719938
66663,0.7461329
66664,0.77210945
66665,0.7748636
66666,0.7765535
66667,0.71404475
66668,0.7395407
66669,0.6681602
66670,0.67019993
66671,0.6162665
66672,0.698327
66673,0.68902355
66674,0.8759331
66675,0.83956575
66676,0.88974863
66677,0.7880295
66678,0.7703777
66679,0.75181115
66680,0.76180345
66681,0.78065646
66682,0.63604856
66683,0.85777605
66684,0.8177069
66685,0.82478374
66686,0.7715616
66687,0.7462043
66688,0.63585275
66689,0.791924
66690,0.7924871
66691,0.6868599
66692,0.8319656
66693,0.76562804
66694,0.78382915
66695,0.66291296
66696,0.8722113
66697,0.65548193
66698,0.65530676
66699,0.8611561
66700,0.74309963
66701,0.7743225
66702,0.7588699
66703,0.78606457
66704,0.6860151
66705,0.6376104
66706,0.6703095
66707,0.80962986
66708,0.78016967
66709,0.74229866
66710,0.83581376
66711,0.6345833
66712,0.8896538
66713,0.8741998
66714,0.7787478
66715,0.68403554
66716,0.69818497
66717,0.7559245
66718,0.74703455
66719,0.80008835
66720,0.82475907
66721,0.58561754
66722,0.7469624
66723,0.7414523
66724,0.76770115
66725,0.7582087
66726,0.8807655
66727,0.6521042
66728,0.8015492
66729,0.7243598
66730,0.6102824
66731,0.57719356
66732,0.7750097
66733,0.688032
66734,0.77855754
66735,0.7130028
66736,0.85411704
66737,0.7451409
66738,0.8195432
66739,0.70105803
66740,0.765002
66741,0.8050982
66742,0.7593941
66743,0.8579759
66744,0.6559052
66745,0.6232605
66746,0.63566124
66747,0.81054586
66748,0.6934203
66749,0.669365
66750,0.7786362
66751,0.7009987
66752,0.69002014
66753,0.65520984
66754,0.73893625
66755,0.7508601
66756,0.8861137
66757,0.78770304
66758,0.78786397
66759,0.64086145
66760,0.81618273
66761,0.85428977
66762,0.7984
66763,0.7954891
66764,0.58808964
66765,0.8459159
66766,0.64555305
66767,0.8443986
66768,0.83249587
66769,0.8375715
66770,0.65154654
66771,0.7816239
66772,0.8017465
66773,0.74906445
66774,0.66104937
66775,0.7912528
66776,0.64696413
66777,0.6301947
66778,0.8089676
66779,0.72528136
66780,0.6641328
66781,0.8433603
66782,0.6653867
66783,0.6317624
66784,0.63859224
66785,0.77547884
66786,0.74406356
66787,0.79945105
66788,0.74831975
66789,0.7069776
66790,0.86014265
66791,0.62275255
66792,0.5441961
66793,0.67406523
66794,0.7752977
66795,0.6747587
66796,0.66159636
66797,0.6684867
66798,0.70280945
66799,0.75801885
66800,0.79344887
66801,0.78500354
66802,0.6283922
66803,0.68242055
66804,0.7712871
66805,0.7997895
66806,0.640176
66807,0.77800554
66808,0.7844225
66809,0.7043564
66810,0.80940586
66811,0.79661834
66812,0.6531121
66813,0.7055318
66814,0.8052353
66815,0.6835708
66816,0.8687832
66817,0.6630573
66818,0.7849974
66819,0.7840431
66820,0.68043685
66821,0.8014687
66822,0.6283382
66823,0.7586303
66824,0.8072814
66825,0.6515614
66826,0.7887409
66827,0.6853716
66828,0.7945845
66829,0.76733446
66830,0.7129009
66831,0.6605363
66832,0.61323184
66833,0.72492814
66834,0.7682596
66835,0.691634
66836,0.6365336
66837,0.8022962
66838,0.6568115
66839,0.8436128
66840,0.6934157
66841,0.7919218
66842,0.67237085
66843,0.55715364
66844,0.66209036
66845,0.6904655
66846,0.8039
66847,0.79789
66848,0.7903319
66849,0.8514755
66850,0.65551835
66851,0.83993787
66852,0.70777375
66853,0.68944246
66854,0.6114876
66855,0.7344041
66856,0.6861925
66857,0.582191
66858,0.7969902
66859,0.80688983
66860,0.72243905
66861,0.82591856
66862,0.6582206
66863,0.782294
66864,0.6282183
66865,0.7627298
66866,0.77260983
66867,0.65640527
66868,0.6467665
66869,0.77690256
66870,0.6236335
66871,0.6611182
66872,0.6540492
66873,0.66334176
66874,0.5897005
66875,0.67344135
66876,0.90152866
66877,0.6363328
66878,0.64304525
66879,0.70005536
66880,0.680235
66881,0.79816234
66882,0.7875003
66883,0.5769837
66884,0.77804697
66885,0.83155054
66886,0.7936728
66887,0.75245285
66888,0.76279414
66889,0.81442696
66890,0.6883676
66891,0.778507
66892,0.6682685
66893,0.7550755
66894,0.6478375
66895,0.67000383
66896,0.71989393
66897,0.8212715
66898,0.70747244
66899,0.61973804
66900,0.76740736
66901,0.7330424
66902,0.8049891
66903,0.80468696
66904,0.7831339
66905,0.8469736
66906,0.6269159
66907,0.7382303
66908,0.79279685
66909,0.8110501
66910,0.71291375
66911,0.7755877
66912,0.6715379
66913,0.67710024
66914,0.57547545
66915,0.6891352
66916,0.8343701
66917,0.5335827
66918,0.6770863
66919,0.81002903
66920,0.6930863
66921,0.70056987
66922,0.71605504
66923,0.6716221
66924,0.781437
66925,0.8592415
66926,0.8581277
66927,0.83098984
66928,0.7616867
66929,0.8025486
66930,0.7776135
66931,0.84407914
66932,0.7841869
66933,0.75773317
66934,0.6354933
66935,0.8983777
66936,0.791213
66937,0.6753705
66938,0.8359927
66939,0.67507386
66940,0.6841677
66941,0.6770312
66942,0.8115035
66943,0.7736368
66944,0.6698881
66945,0.7426979
66946,0.83762574
66947,0.75647944
66948,0.7800977
66949,0.7041392
66950,0.658389
66951,0.72157377
66952,0.6537378
66953,0.81259227
66954,0.65006423
66955,0.8154874
66956,0.7331248
66957,0.6452967
66958,0.82005674
66959,0.6740805
66960,0.80534446
66961,0.57945275
66962,0.79429454
66963,0.6844388
66964,0.6919442
66965,0.6485331
66966,0.85261744
66967,0.7305882
66968,0.6627439
66969,0.78964
66970,0.77130383
66971,0.75996536
66972,0.6175467
66973,0.80712557
66974,0.70729184
66975,0.66486615
66976,0.74640834
66977,0.69298214
66978,0.6860972
66979,0.6021175
66980,0.7798905
66981,0.8856385
66982,0.7350668
66983,0.67108697
66984,0.72716135
66985,0.86384255
66986,0.89272684
66987,0.75291395
66988,0.70075434
66989,0.6660226
66990,0.7536824
66991,0.7781842
66992,0.7788277
66993,0.7779382
66994,0.77467984
66995,0.7531666
66996,0.7796281
66997,0.7812835
66998,0.6615736
66999,0.7712394
67000,0.78297126
67001,0.7893897
67002,0.68595946
67003,0.63371193
67004,0.7119847
67005,0.83123916
67006,0.7186191
67007,0.75135696
67008,0.7674049
67009,0.6075225
67010,0.78005123
67011,0.80005634
67012,0.6760725
67013,0.6246019
67014,0.6376507
67015,0.7708572
67016,0.63424796
67017,0.7713607
67018,0.7981032
67019,0.82889473
67020,0.6664057
67021,0.8200613
67022,0.62245166
67023,0.7726005
67024,0.7829895
67025,0.6768182
67026,0.86640817
67027,0.6439153
67028,0.767111
67029,0.6830707
67030,0.58442074
67031,0.75965136
67032,0.72936696
67033,0.6052999
67034,0.8246179
67035,0.59355944
67036,0.63478374
67037,0.84223866
67038,0.7673774
67039,0.62611985
67040,0.76067793
67041,0.7793118
67042,0.8034498
67043,0.67582583
67044,0.6930918
67045,0.6980581
67046,0.6340684
67047,0.7626117
67048,0.77531147
67049,0.7475972
67050,0.6734386
67051,0.69177204
67052,0.6568896
67053,0.71186125
67054,0.8258738
67055,0.6843768
67056,0.8620328
67057,0.6925307
67058,0.66871226
67059,0.73811466
67060,0.75682163
67061,0.79130495
67062,0.75127476
67063,0.6618595
67064,0.64341176
67065,0.86097616
67066,0.7877408
67067,0.80044717
67068,0.77586555
67069,0.6338356
67070,0.73766524
67071,0.6413105
67072,0.76136553
67073,0.6853522
67074,0.66672164
67075,0.67919034
67076,0.57966125
67077,0.7127117
67078,0.58632475
67079,0.64634377
67080,0.75761503
67081,0.77950513
67082,0.68979454
67083,0.68367636
67084,0.6739671
67085,0.77783316
67086,0.8085569
67087,0.65174425
67088,0.6845806
67089,0.57099944
67090,0.6947755
67091,0.8110483
67092,0.84369755
67093,0.79512244
67094,0.7885459
67095,0.77160835
67096,0.66588914
67097,0.84698224
67098,0.78008217
67099,0.5753365
67100,0.8346569
67101,0.57210314
67102,0.6730247
67103,0.69758123
67104,0.67860144
67105,0.6472832
67106,0.8268267
67107,0.79700756
67108,0.7170994
67109,0.8092573
67110,0.74312055
67111,0.7811659
67112,0.73095
67113,0.6733378
67114,0.78573674
67115,0.5964843
67116,0.89505064
67117,0.7485739
67118,0.794054
67119,0.7651277
67120,0.58253103
67121,0.8756926
67122,0.7783711
67123,0.6370891
67124,0.77479213
67125,0.8607373
67126,0.67104995
67127,0.7761275
67128,0.692177
67129,0.68625623
67130,0.7274168
67131,0.69551
67132,0.76947755
67133,0.682569
67134,0.6913204
67135,0.64718485
67136,0.76058763
67137,0.7930894
67138,0.7726972
67139,0.71137965
67140,0.86996245
67141,0.7672891
67142,0.67073166
67143,0.683599
67144,0.63349867
67145,0.6790148
67146,0.6829835
67147,0.6849138
67148,0.88022465
67149,0.6996776
67150,0.64589554
67151,0.77080077
67152,0.6440525
67153,0.82397366
67154,0.68604857
67155,0.67817426
67156,0.8034102
67157,0.8739126
67158,0.77069795
67159,0.6276941
67160,0.6614136
67161,0.75371844
67162,0.7764506
67163,0.67103934
67164,0.7656909
67165,0.66927797
67166,0.647573
67167,0.87126887
67168,0.6669973
67169,0.73346776
67170,0.72407246
67171,0.60629046
67172,0.6347644
67173,0.84387696
67174,0.81161374
67175,0.80303466
67176,0.76368976
67177,0.8316195
67178,0.6993753
67179,0.85232115
67180,0.61195207
67181,0.8594511
67182,0.84335136
67183,0.6407847
67184,0.86082697
67185,0.7767693
67186,0.66364443
67187,0.76420623
67188,0.6561039
67189,0.78163546
67190,0.8111368
67191,0.7962729
67192,0.7034865
67193,0.83630455
67194,0.8362155
67195,0.6885295
67196,0.81134224
67197,0.6945637
67198,0.8001934
67199,0.83049005
67200,0.80864817
67201,0.677504
67202,0.87811583
67203,0.8382148
67204,0.777204
67205,0.884937
67206,0.67806953
67207,0.7891823
67208,0.8222112
67209,0.7020227
67210,0.78880364
67211,0.69521445
67212,0.5885775
67213,0.80656815
67214,0.670994
67215,0.7258751
67216,0.75705385
67217,0.697955
67218,0.82185006
67219,0.7983723
67220,0.6385592
67221,0.6059279
67222,0.6392934
67223,0.8263922
67224,0.8696744
67225,0.70617646
67226,0.8472257
67227,0.56948614
67228,0.87256664
67229,0.7345984
67230,0.7094816
67231,0.684523
67232,0.66744995
67233,0.61897933
67234,0.59983224
67235,0.70595217
67236,0.88156873
67237,0.7687267
67238,0.77046466
67239,0.8731943
67240,0.78555685
67241,0.65707844
67242,0.84408045
67243,0.5998495
67244,0.6479692
67245,0.7546226
67246,0.6634891
67247,0.839137
67248,0.6608398
67249,0.80821383
67250,0.7749466
67251,0.6815398
67252,0.758557
67253,0.6017198
67254,0.86510044
67255,0.59134537
67256,0.75232166
67257,0.83913463
67258,0.80391794
67259,0.7747215
67260,0.6268441
67261,0.7941092
67262,0.78301597
67263,0.645095
67264,0.82525676
67265,0.63652426
67266,0.7714582
67267,0.8337352
67268,0.64742607
67269,0.6307592
67270,0.7715454
67271,0.6697745
67272,0.7690847
67273,0.6641428
67274,0.8267056
67275,0.69648373
67276,0.82362634
67277,0.67702377
67278,0.6735296
67279,0.6158046
67280,0.7896132
67281,0.7359872
67282,0.8347692
67283,0.63287497
67284,0.86617553
67285,0.85827464
67286,0.6800801
67287,0.7473169
67288,0.68801904
67289,0.81118983
67290,0.78524166
67291,0.8046222
67292,0.6749016
67293,0.6925001
67294,0.7810251
67295,0.68698806
67296,0.8335925
67297,0.62579805
67298,0.65754634
67299,0.65921265
67300,0.7677588
67301,0.6918474
67302,0.64629436
67303,0.84955543
67304,0.69765294
67305,0.66737336
67306,0.6759363
67307,0.7400193
67308,0.8232926
67309,0.68289924
67310,0.68149304
67311,0.86257774
67312,0.79292846
67313,0.70111734
67314,0.6698405
67315,0.79045016
67316,0.68447614
67317,0.87298673
67318,0.6589503
67319,0.62490416
67320,0.6937407
67321,0.6154914
67322,0.65652126
67323,0.65311164
67324,0.7870082
67325,0.6648856
67326,0.83603436
67327,0.8282842
67328,0.78177327
67329,0.6286366
67330,0.84851193
67331,0.8115249
67332,0.7817155
67333,0.7864571
67334,0.6728856
67335,0.81352043
67336,0.65621793
67337,0.680769
67338,0.78993326
67339,0.6789765
67340,0.6017237
67341,0.855835
67342,0.6030084
67343,0.8338827
67344,0.70248216
67345,0.64545095
67346,0.7896736
67347,0.6905507
67348,0.69319147
67349,0.88883454
67350,0.6233584
67351,0.7037552
67352,0.81502765
67353,0.82706535
67354,0.7393791
67355,0.6946479
67356,0.67319506
67357,0.7164587
67358,0.70770633
67359,0.8596096
67360,0.8558931
67361,0.7266913
67362,0.83989674
67363,0.59349495
67364,0.6903879
67365,0.55832267
67366,0.78802705
67367,0.6510935
67368,0.71295744
67369,0.8512604
67370,0.7235794
67371,0.81929475
67372,0.60947865
67373,0.87882364
67374,0.68234724
67375,0.7807142
67376,0.7044057
67377,0.6129381
67378,0.7673836
67379,0.86043507
67380,0.77375066
67381,0.7488455
67382,0.65206826
67383,0.72249144
67384,0.8376472
67385,0.82672596
67386,0.7644298
67387,0.7408635
67388,0.87290436
67389,0.6520594
67390,0.77858263
67391,0.6718329
67392,0.6895972
67393,0.71994764
67394,0.7935039
67395,0.77184826
67396,0.60686594
67397,0.80858076
67398,0.6279458
67399,0.6171262
67400,0.8426781
67401,0.7362043
67402,0.6046704
67403,0.59985393
67404,0.678109
67405,0.6709196
67406,0.79574233
67407,0.7633848
67408,0.7798907
67409,0.62945896
67410,0.7834596
67411,0.832904
67412,0.7895421
67413,0.7412241
67414,0.72778666
67415,0.7886149
67416,0.7552888
67417,0.6554068
67418,0.7799672
67419,0.7529953
67420,0.78499144
67421,0.6629247
67422,0.6847349
67423,0.6765456
67424,0.78452694
67425,0.6960715
67426,0.8063304
67427,0.6897953
67428,0.6846062
67429,0.57764846
67430,0.8612755
67431,0.68053627
67432,0.6737549
67433,0.78718287
67434,0.7882388
67435,0.6418704
67436,0.742253
67437,0.92469865
67438,0.8529621
67439,0.7586985
67440,0.5846301
67441,0.62650454
67442,0.77551675
67443,0.66503376
67444,0.697762
67445,0.7370369
67446,0.6914056
67447,0.76657933
67448,0.7805383
67449,0.77570176
67450,0.7315631
67451,0.6614597
67452,0.54413736
67453,0.73932433
67454,0.7798288
67455,0.8890471
67456,0.77632433
67457,0.77632344
67458,0.8148832
67459,0.7807176
67460,0.68323195
67461,0.6774788
67462,0.758145
67463,0.711546
67464,0.6625941
67465,0.673379
67466,0.89156806
67467,0.88647056
67468,0.83622354
67469,0.8174214
67470,0.6870048
67471,0.682739
67472,0.8243743
67473,0.76826215
67474,0.89110696
67475,0.8100216
67476,0.57011825
67477,0.66587216
67478,0.8006879
67479,0.6506424
67480,0.7683446
67481,0.76131797
67482,0.80904335
67483,0.80261356
67484,0.6311625
67485,0.7815163
67486,0.706657
67487,0.7740335
67488,0.87764084
67489,0.6047462
67490,0.87520427
67491,0.68563616
67492,0.7666637
67493,0.76101553
67494,0.6657929
67495,0.6890577
67496,0.8008505
67497,0.786557
67498,0.7225451
67499,0.79221255
67500,0.815418
67501,0.8097436
67502,0.6355109
67503,0.63884425
67504,0.77895963
67505,0.6507805
67506,0.6873974
67507,0.5795824
67508,0.8251423
67509,0.7031715
67510,0.7620417
67511,0.76270944
67512,0.8139159
67513,0.62202406
67514,0.8252692
67515,0.79967225
67516,0.81027174
67517,0.7491447
67518,0.82743853
67519,0.84430516
67520,0.7590322
67521,0.65947545
67522,0.9129354
67523,0.6824635
67524,0.7827662
67525,0.78419286
67526,0.7762417
67527,0.858223
67528,0.65179366
67529,0.7565347
67530,0.67769974
67531,0.868119
67532,0.8722727
67533,0.6404373
67534,0.8876028
67535,0.7857298
67536,0.5897811
67537,0.68346244
67538,0.8375621
67539,0.78337806
67540,0.68885314
67541,0.6374187
67542,0.77282333
67543,0.8608055
67544,0.7635305
67545,0.8232699
67546,0.89428455
67547,0.7546803
67548,0.76697564
67549,0.67699456
67550,0.7003584
67551,0.7758684
67552,0.81611764
67553,0.78806853
67554,0.8596892
67555,0.75772023
67556,0.66763514
67557,0.7707789
67558,0.8381225
67559,0.6638574
67560,0.80895716
67561,0.74180484
67562,0.8799805
67563,0.74522436
67564,0.7053195
67565,0.7812826
67566,0.6752159
67567,0.69767
67568,0.6535488
67569,0.6570955
67570,0.6989073
67571,0.6790663
67572,0.76799536
67573,0.70715594
67574,0.6397051
67575,0.6430025
67576,0.79161936
67577,0.67777556
67578,0.78253037
67579,0.7719311
67580,0.88252187
67581,0.6934812
67582,0.7414247
67583,0.7520521
67584,0.7844324
67585,0.6993641
67586,0.62651396
67587,0.74016064
67588,0.7113795
67589,0.76723003
67590,0.68488616
67591,0.66394955
67592,0.75789416
67593,0.9078162
67594,0.71175283
67595,0.7312838
67596,0.7563097
67597,0.6703846
67598,0.66809225
67599,0.810354
67600,0.8503511
67601,0.65637356
67602,0.7585469
67603,0.7148132
67604,0.7615383
67605,0.7782571
67606,0.63736403
67607,0.7589253
67608,0.7554236
67609,0.6779829
67610,0.6414533
67611,0.64021254
67612,0.7011512
67613,0.7896038
67614,0.6927817
67615,0.8144958
67616,0.8047207
67617,0.60464346
67618,0.65965796
67619,0.7828932
67620,0.80589217
67621,0.6464463
67622,0.6850372
67623,0.6870404
67624,0.6837933
67625,0.7077213
67626,0.7075455
67627,0.6307305
67628,0.7984785
67629,0.68908316
67630,0.701471
67631,0.79212606
67632,0.59383476
67633,0.7342447
67634,0.81404704
67635,0.6240722
67636,0.7929743
67637,0.67577857
67638,0.68396556
67639,0.674648
67640,0.6686416
67641,0.8227291
67642,0.71294934
67643,0.7566196
67644,0.83333457
67645,0.6009115
67646,0.80659896
67647,0.6465872
67648,0.60000944
67649,0.89893115
67650,0.81543326
67651,0.7563815
67652,0.61920816
67653,0.690659
67654,0.66853666
67655,0.63434
67656,0.77656925
67657,0.81750065
67658,0.7665222
67659,0.86700904
67660,0.77649975
67661,0.60941494
67662,0.7177469
67663,0.78168213
67664,0.72191244
67665,0.77964383
67666,0.8113636
67667,0.6567463
67668,0.81961805
67669,0.6502533
67670,0.60823625
67671,0.85668683
67672,0.7694401
67673,0.69646883
67674,0.71481
67675,0.5887609
67676,0.8545691
67677,0.62913257
67678,0.66964203
67679,0.6824997
67680,0.6377698
67681,0.6494448
67682,0.67975324
67683,0.8753786
67684,0.6768179
67685,0.83324057
67686,0.83814996
67687,0.73066044
67688,0.57374585
67689,0.8908149
67690,0.88562894
67691,0.66388285
67692,0.6752401
67693,0.6468897
67694,0.6768904
67695,0.7390047
67696,0.78786063
67697,0.6517281
67698,0.77040225
67699,0.8292708
67700,0.7798918
67701,0.8911113
67702,0.68934584
67703,0.68519264
67704,0.7509312
67705,0.6732396
67706,0.70227903
67707,0.67883176
67708,0.652352
67709,0.7846962
67710,0.6780938
67711,0.72019845
67712,0.6269248
67713,0.7227978
67714,0.7879508
67715,0.6775617
67716,0.74024296
67717,0.75691724
67718,0.6932755
67719,0.75282997
67720,0.672293
67721,0.77901685
67722,0.694555
67723,0.7798963
67724,0.74670094
67725,0.6641688
67726,0.84389377
67727,0.759837
67728,0.84449035
67729,0.85311544
67730,0.8035701
67731,0.68803096
67732,0.7902936
67733,0.7265017
67734,0.6946005
67735,0.7383936
67736,0.7065479
67737,0.7452941
67738,0.6531473
67739,0.76066244
67740,0.6896498
67741,0.79402673
67742,0.85421115
67743,0.67373294
67744,0.61937076
67745,0.71304435
67746,0.81701595
67747,0.7550873
67748,0.69236666
67749,0.890629
67750,0.76144886
67751,0.76333
67752,0.79328394
67753,0.7538053
67754,0.831936
67755,0.76790595
67756,0.67746973
67757,0.8076182
67758,0.5958911
67759,0.7375408
67760,0.7336871
67761,0.6960545
67762,0.6793476
67763,0.74359107
67764,0.8478848
67765,0.6933998
67766,0.75063044
67767,0.79921776
67768,0.69453233
67769,0.670907
67770,0.8268137
67771,0.7486011
67772,0.76902765
67773,0.6967448
67774,0.6692655
67775,0.6452141
67776,0.7660955
67777,0.6671759
67778,0.7919348
67779,0.70514566
67780,0.5481971
67781,0.7742417
67782,0.78639066
67783,0.5899733
67784,0.7460448
67785,0.7589778
67786,0.6636208
67787,0.7699621
67788,0.77025247
67789,0.7615781
67790,0.64190173
67791,0.7433796
67792,0.8158004
67793,0.8129411
67794,0.6810221
67795,0.7901384
67796,0.7469151
67797,0.6647942
67798,0.8008177
67799,0.7776107
67800,0.8259842
67801,0.6465117
67802,0.76316243
67803,0.7997807
67804,0.74026847
67805,0.78265667
67806,0.78712636
67807,0.7667261
67808,0.6338359
67809,0.65186703
67810,0.79101664
67811,0.741073
67812,0.7306253
67813,0.88320243
67814,0.7645857
67815,0.8605562
67816,0.8112001
67817,0.7412828
67818,0.76463443
67819,0.8036589
67820,0.81605786
67821,0.7969603
67822,0.8546078
67823,0.67261845
67824,0.8258008
67825,0.7037061
67826,0.675481
67827,0.693356
67828,0.64945376
67829,0.601923
67830,0.873813
67831,0.7401781
67832,0.65464693
67833,0.6875262
67834,0.7092468
67835,0.7687847
67836,0.647347
67837,0.8104916
67838,0.64769113
67839,0.74783236
67840,0.75981426
67841,0.6772721
67842,0.7654745
67843,0.8635696
67844,0.78562355
67845,0.6872305
67846,0.81589466
67847,0.6457462
67848,0.57258475
67849,0.8133373
67850,0.7853095
67851,0.7852154
67852,0.63812554
67853,0.6826114
67854,0.67866856
67855,0.8284745
67856,0.64687914
67857,0.6906165
67858,0.77184916
67859,0.70614713
67860,0.770394
67861,0.6417683
67862,0.7891123
67863,0.70513946
67864,0.82519436
67865,0.7849612
67866,0.7479748
67867,0.6507484
67868,0.7558229
67869,0.70305914
67870,0.7637203
67871,0.76688385
67872,0.7912797
67873,0.7656146
67874,0.69015974
67875,0.7907117
67876,0.8581492
67877,0.8166434
67878,0.8121375
67879,0.799602
67880,0.5968206
67881,0.8792879
67882,0.70184726
67883,0.790648
67884,0.8066598
67885,0.8086158
67886,0.63232195
67887,0.7761512
67888,0.6672352
67889,0.77947724
67890,0.6659762
67891,0.675836
67892,0.66466355
67893,0.8218843
67894,0.81615853
67895,0.8181013
67896,0.68420714
67897,0.8137325
67898,0.77685416
