"","x"
"43251",0
"43252",5
"43253",2
"43254",0
"43255",5
"43256",3
"43257",1
"43258",3
"43259",5
"43260",4
"43261",2
"43262",7
"43263",2
"43264",3
"43265",0
"43266",1
"43267",1
"43268",4
"43269",7
"43270",7
"43271",2
"43272",2
"43273",7
"43274",5
"43275",0
"43276",1
"43277",3
"43278",1
"43279",1
"43280",5
"43281",4
"43282",1
"43283",1
"43284",0
"43285",3
"43286",6
"43287",7
"43288",5
"43289",1
"43290",7
"43291",6
"43292",2
"43293",2
"43294",0
"43295",5
"43296",5
"43297",0
"43298",5
"43299",3
"43300",0
"43301",6
"43302",1
"43303",4
"43304",1
"43305",2
"43306",4
"43307",2
"43308",1
"43309",6
"43310",1
"43311",0
"43312",7
"43313",4
"43314",5
"43315",4
"43316",4
"43317",4
"43318",3
"43319",5
"43320",2
"43321",5
"43322",6
"43323",2
"43324",4
"43325",3
"43326",7
"43327",4
"43328",1
"43329",1
"43330",2
"43331",7
"43332",2
"43333",5
"43334",7
"43335",0
"43336",6
"43337",5
"43338",0
"43339",1
"43340",5
"43341",0
"43342",3
"43343",0
"43344",1
"43345",0
"43346",7
"43347",0
"43348",0
"43349",2
"43350",0
"43351",2
"43352",0
"43353",3
"43354",0
"43355",5
"43356",7
"43357",2
"43358",0
"43359",0
"43360",0
"43361",6
"43362",3
"43363",2
"43364",1
"43365",6
"43366",3
"43367",0
"43368",6
"43369",7
"43370",3
"43371",1
"43372",7
"43373",0
"43374",3
"43375",0
"43376",0
"43377",6
"43378",0
"43379",3
"43380",5
"43381",6
"43382",0
"43383",4
"43384",3
"43385",0
"43386",0
"43387",5
"43388",2
"43389",0
"43390",2
"43391",0
"43392",1
"43393",3
"43394",0
"43395",1
"43396",1
"43397",0
"43398",0
"43399",1
"43400",1
"43401",0
"43402",0
"43403",6
"43404",4
"43405",3
"43406",0
"43407",2
"43408",0
"43409",1
"43410",0
"43411",2
"43412",1
"43413",0
"43414",2
"43415",6
"43416",2
"43417",1
"43418",4
"43419",3
"43420",5
"43421",7
"43422",4
"43423",3
"43424",0
"43425",0
"43426",1
"43427",0
"43428",4
"43429",1
"43430",4
"43431",5
"43432",5
"43433",4
"43434",1
"43435",5
"43436",7
"43437",1
"43438",3
"43439",6
"43440",6
"43441",1
"43442",1
"43443",3
"43444",6
"43445",7
"43446",0
"43447",1
"43448",5
"43449",1
"43450",0
"43451",2
"43452",4
"43453",7
"43454",0
"43455",4
"43456",0
"43457",5
"43458",1
"43459",2
"43460",2
"43461",2
"43462",6
"43463",2
"43464",3
"43465",1
"43466",2
"43467",5
"43468",7
"43469",2
"43470",3
"43471",4
"43472",6
"43473",6
"43474",1
"43475",7
"43476",7
"43477",3
"43478",7
"43479",6
"43480",2
"43481",2
"43482",7
"43483",0
"43484",0
"43485",0
"43486",3
"43487",6
"43488",3
"43489",2
"43490",3
"43491",0
"43492",1
"43493",2
"43494",0
"43495",4
"43496",7
"43497",2
"43498",5
"43499",1
"43500",7
"43501",3
"43502",6
"43503",5
"43504",3
"43505",0
"43506",0
"43507",3
"43508",5
"43509",0
"43510",7
"43511",3
"43512",0
"43513",1
"43514",3
"43515",2
"43516",1
"43517",6
"43518",3
"43519",4
"43520",3
"43521",3
"43522",0
"43523",3
"43524",3
"43525",2
"43526",6
"43527",0
"43528",1
"43529",5
"43530",0
"43531",3
"43532",6
"43533",4
"43534",6
"43535",1
"43536",1
"43537",1
"43538",1
"43539",6
"43540",6
"43541",7
"43542",2
"43543",0
"43544",0
"43545",2
"43546",0
"43547",4
"43548",2
"43549",0
"43550",0
"43551",1
"43552",5
"43553",0
"43554",0
"43555",3
"43556",0
"43557",5
"43558",0
"43559",0
"43560",4
"43561",0
"43562",0
"43563",6
"43564",2
"43565",5
"43566",2
"43567",3
"43568",5
"43569",3
"43570",0
"43571",0
"43572",4
"43573",2
"43574",0
"43575",0
"43576",3
"43577",0
"43578",5
"43579",2
"43580",2
"43581",3
"43582",2
"43583",7
"43584",0
"43585",5
"43586",0
"43587",4
"43588",4
"43589",1
"43590",2
"43591",5
"43592",3
"43593",0
"43594",4
"43595",0
"43596",4
"43597",2
"43598",1
"43599",5
"43600",3
"43601",4
"43602",5
"43603",2
"43604",1
"43605",5
"43606",7
"43607",4
"43608",3
"43609",2
"43610",3
"43611",4
"43612",5
"43613",1
"43614",4
"43615",2
"43616",2
"43617",3
"43618",2
"43619",4
"43620",4
"43621",0
"43622",3
"43623",3
"43624",5
"43625",1
"43626",3
"43627",3
"43628",2
"43629",3
"43630",1
"43631",7
"43632",5
"43633",0
"43634",1
"43635",2
"43636",2
"43637",2
"43638",2
"43639",3
"43640",4
"43641",3
"43642",1
"43643",6
"43644",1
"43645",4
"43646",3
"43647",1
"43648",1
"43649",5
"43650",3
"43651",0
"43652",5
"43653",4
"43654",7
"43655",4
"43656",3
"43657",2
"43658",7
"43659",4
"43660",0
"43661",3
"43662",2
"43663",2
"43664",0
"43665",0
"43666",0
"43667",1
"43668",3
"43669",5
"43670",4
"43671",0
"43672",4
"43673",3
"43674",1
"43675",0
"43676",3
"43677",4
"43678",2
"43679",4
"43680",0
"43681",1
"43682",2
"43683",3
"43684",4
"43685",3
"43686",0
"43687",0
"43688",3
"43689",1
"43690",1
"43691",0
"43692",7
"43693",0
"43694",0
"43695",0
"43696",1
"43697",6
"43698",6
"43699",6
"43700",7
"43701",7
"43702",0
"43703",3
"43704",1
"43705",6
"43706",3
"43707",2
"43708",4
"43709",2
"43710",4
"43711",2
"43712",0
"43713",2
"43714",6
"43715",5
"43716",4
"43717",4
"43718",1
"43719",7
"43720",3
"43721",5
"43722",6
"43723",3
"43724",4
"43725",2
"43726",4
"43727",1
"43728",0
"43729",3
"43730",7
"43731",1
"43732",4
"43733",3
"43734",2
"43735",3
"43736",1
"43737",5
"43738",7
"43739",5
"43740",0
"43741",0
"43742",7
"43743",0
"43744",0
"43745",3
"43746",2
"43747",5
"43748",0
"43749",3
"43750",4
"43751",1
"43752",3
"43753",4
"43754",0
"43755",3
"43756",4
"43757",0
"43758",2
"43759",0
"43760",0
"43761",4
"43762",0
"43763",5
"43764",1
"43765",4
"43766",2
"43767",2
"43768",4
"43769",0
"43770",2
"43771",1
"43772",3
"43773",3
"43774",3
"43775",4
"43776",6
"43777",2
"43778",1
"43779",1
"43780",4
"43781",3
"43782",1
"43783",2
"43784",0
"43785",3
"43786",0
"43787",5
"43788",7
"43789",5
"43790",5
"43791",5
"43792",5
"43793",0
"43794",2
"43795",2
"43796",1
"43797",4
"43798",3
"43799",7
"43800",6
"43801",0
"43802",4
"43803",0
"43804",1
"43805",5
"43806",3
"43807",0
"43808",3
"43809",0
"43810",0
"43811",0
"43812",2
"43813",0
"43814",7
"43815",6
"43816",1
"43817",1
"43818",1
"43819",4
"43820",1
"43821",3
"43822",2
"43823",2
"43824",0
"43825",4
"43826",1
"43827",3
"43828",1
"43829",0
"43830",2
"43831",3
"43832",0
"43833",3
"43834",2
"43835",2
"43836",6
"43837",3
"43838",6
"43839",1
"43840",0
"43841",5
"43842",5
"43843",4
"43844",0
"43845",1
"43846",2
"43847",0
"43848",0
"43849",3
"43850",5
"43851",1
"43852",4
"43853",5
"43854",0
"43855",2
"43856",4
"43857",2
"43858",0
"43859",0
"43860",0
"43861",1
"43862",6
"43863",1
"43864",3
"43865",2
"43866",1
"43867",2
"43868",0
"43869",2
"43870",3
"43871",0
"43872",7
"43873",2
"43874",1
"43875",0
"43876",3
"43877",0
"43878",6
"43879",0
"43880",3
"43881",4
"43882",7
"43883",3
"43884",1
"43885",6
"43886",4
"43887",0
"43888",3
"43889",2
"43890",5
"43891",2
"43892",0
"43893",0
"43894",4
"43895",0
"43896",0
"43897",2
"43898",1
"43899",0
"43900",1
"43901",7
"43902",6
"43903",3
"43904",4
"43905",0
"43906",1
"43907",5
"43908",2
"43909",5
"43910",0
"43911",0
"43912",0
"43913",4
"43914",0
"43915",0
"43916",6
"43917",3
"43918",2
"43919",4
"43920",5
"43921",0
"43922",7
"43923",4
"43924",1
"43925",5
"43926",2
"43927",5
"43928",1
"43929",1
"43930",4
"43931",0
"43932",5
"43933",4
"43934",5
"43935",4
"43936",2
"43937",6
"43938",3
"43939",1
"43940",3
"43941",5
"43942",1
"43943",3
"43944",2
"43945",7
"43946",3
"43947",1
"43948",1
"43949",4
"43950",2
"43951",3
"43952",7
"43953",3
"43954",5
"43955",7
"43956",0
"43957",0
"43958",0
"43959",3
"43960",0
"43961",2
"43962",5
"43963",2
"43964",1
"43965",1
"43966",0
"43967",3
"43968",0
"43969",5
"43970",0
"43971",2
"43972",3
"43973",2
"43974",6
"43975",1
"43976",0
"43977",5
"43978",1
"43979",7
"43980",6
"43981",7
"43982",2
"43983",0
"43984",6
"43985",3
"43986",6
"43987",2
"43988",2
"43989",0
"43990",2
"43991",0
"43992",1
"43993",5
"43994",4
"43995",2
"43996",2
"43997",6
"43998",5
"43999",1
"44000",6
"44001",1
"44002",0
"44003",3
"44004",1
"44005",0
"44006",1
"44007",5
"44008",6
"44009",4
"44010",0
"44011",1
"44012",5
"44013",1
"44014",0
"44015",4
"44016",3
"44017",1
"44018",6
"44019",1
"44020",1
"44021",2
"44022",6
"44023",4
"44024",1
"44025",2
"44026",0
"44027",6
"44028",4
"44029",2
"44030",4
"44031",1
"44032",0
"44033",4
"44034",4
"44035",6
"44036",1
"44037",4
"44038",3
"44039",3
"44040",4
"44041",7
"44042",5
"44043",7
"44044",3
"44045",0
"44046",2
"44047",6
"44048",4
"44049",3
"44050",6
"44051",7
"44052",2
"44053",3
"44054",0
"44055",3
"44056",6
"44057",1
"44058",0
"44059",6
"44060",0
"44061",0
"44062",3
"44063",5
"44064",0
"44065",0
"44066",4
"44067",1
"44068",1
"44069",1
"44070",7
"44071",5
"44072",5
"44073",6
"44074",0
"44075",2
"44076",1
"44077",5
"44078",0
"44079",1
"44080",4
"44081",5
"44082",2
"44083",4
"44084",5
"44085",5
"44086",1
"44087",5
"44088",2
"44089",4
"44090",0
"44091",3
"44092",2
"44093",6
"44094",7
"44095",0
"44096",0
"44097",5
"44098",4
"44099",3
"44100",7
"44101",2
"44102",0
"44103",6
"44104",5
"44105",3
"44106",1
"44107",3
"44108",2
"44109",2
"44110",1
"44111",6
"44112",4
"44113",4
"44114",6
"44115",0
"44116",0
"44117",3
"44118",1
"44119",3
"44120",2
"44121",0
"44122",2
"44123",6
"44124",4
"44125",1
"44126",5
"44127",2
"44128",2
"44129",2
"44130",2
"44131",6
"44132",6
"44133",6
"44134",3
"44135",1
"44136",5
"44137",4
"44138",2
"44139",2
"44140",7
"44141",3
"44142",0
"44143",2
"44144",2
"44145",3
"44146",0
"44147",2
"44148",7
"44149",6
"44150",2
"44151",6
"44152",1
"44153",4
"44154",1
"44155",2
"44156",2
"44157",2
"44158",2
"44159",1
"44160",4
"44161",1
"44162",2
"44163",2
"44164",3
"44165",0
"44166",5
"44167",2
"44168",6
"44169",5
"44170",2
"44171",0
"44172",0
"44173",7
"44174",2
"44175",4
"44176",2
"44177",2
"44178",4
"44179",7
"44180",2
"44181",5
"44182",7
"44183",3
"44184",0
"44185",2
"44186",3
"44187",4
"44188",5
"44189",6
"44190",5
"44191",5
"44192",2
"44193",3
"44194",5
"44195",5
"44196",0
"44197",1
"44198",2
"44199",2
"44200",4
"44201",0
"44202",4
"44203",5
"44204",6
"44205",2
"44206",3
"44207",1
"44208",4
"44209",3
"44210",1
"44211",1
"44212",0
"44213",4
"44214",6
"44215",4
"44216",1
"44217",5
"44218",1
"44219",2
"44220",5
"44221",1
"44222",3
"44223",5
"44224",6
"44225",7
"44226",1
"44227",5
"44228",3
"44229",6
"44230",4
"44231",1
"44232",5
"44233",1
"44234",5
"44235",7
"44236",3
"44237",7
"44238",2
"44239",4
"44240",2
"44241",1
"44242",7
"44243",3
"44244",5
"44245",2
"44246",4
"44247",0
"44248",7
"44249",0
"44250",6
"44251",4
"44252",1
"44253",1
"44254",4
"44255",4
"44256",1
"44257",3
"44258",5
"44259",2
"44260",2
"44261",1
"44262",3
"44263",6
"44264",6
"44265",6
"44266",5
"44267",0
"44268",4
"44269",6
"44270",6
"44271",5
"44272",5
"44273",2
"44274",5
"44275",1
"44276",3
"44277",1
"44278",0
"44279",1
"44280",1
"44281",7
"44282",3
"44283",0
"44284",2
"44285",0
"44286",0
"44287",6
"44288",2
"44289",0
"44290",0
"44291",5
"44292",2
"44293",2
"44294",0
"44295",1
"44296",3
"44297",3
"44298",4
"44299",2
"44300",1
"44301",1
"44302",2
"44303",7
"44304",7
"44305",6
"44306",1
"44307",5
"44308",0
"44309",0
"44310",4
"44311",0
"44312",5
"44313",1
"44314",2
"44315",2
"44316",1
"44317",4
"44318",3
"44319",0
"44320",0
"44321",1
"44322",6
"44323",2
"44324",1
"44325",5
"44326",7
"44327",7
"44328",5
"44329",3
"44330",3
"44331",3
"44332",2
"44333",2
"44334",2
"44335",0
"44336",5
"44337",7
"44338",0
"44339",3
"44340",1
"44341",7
"44342",0
"44343",0
"44344",3
"44345",0
"44346",1
"44347",4
"44348",3
"44349",1
"44350",5
"44351",1
"44352",0
"44353",0
"44354",2
"44355",4
"44356",7
"44357",1
"44358",1
"44359",3
"44360",3
"44361",1
"44362",2
"44363",7
"44364",0
"44365",0
"44366",2
"44367",1
"44368",5
"44369",6
"44370",1
"44371",1
"44372",4
"44373",6
"44374",7
"44375",5
"44376",5
"44377",4
"44378",6
"44379",4
"44380",1
"44381",1
"44382",6
"44383",2
"44384",3
"44385",4
"44386",2
"44387",5
"44388",7
"44389",7
"44390",6
"44391",2
"44392",7
"44393",6
"44394",3
"44395",6
"44396",0
"44397",6
"44398",0
"44399",1
"44400",7
"44401",1
"44402",3
"44403",5
"44404",7
"44405",4
"44406",0
"44407",0
"44408",0
"44409",0
"44410",0
"44411",2
"44412",7
"44413",4
"44414",0
"44415",3
"44416",2
"44417",3
"44418",0
"44419",5
"44420",1
"44421",4
"44422",1
"44423",0
"44424",0
"44425",0
"44426",3
"44427",5
"44428",1
"44429",4
"44430",0
"44431",7
"44432",6
"44433",5
"44434",2
"44435",2
"44436",5
"44437",1
"44438",5
"44439",3
"44440",0
"44441",0
"44442",2
"44443",1
"44444",4
"44445",0
"44446",3
"44447",1
"44448",6
"44449",0
"44450",1
"44451",4
"44452",1
"44453",0
"44454",2
"44455",0
"44456",1
"44457",7
"44458",6
"44459",0
"44460",3
"44461",0
"44462",0
"44463",0
"44464",2
"44465",1
"44466",3
"44467",4
"44468",2
"44469",5
"44470",1
"44471",6
"44472",2
"44473",5
"44474",3
"44475",7
"44476",6
"44477",6
"44478",3
"44479",4
"44480",2
"44481",7
"44482",6
"44483",3
"44484",2
"44485",3
"44486",1
"44487",0
"44488",7
"44489",6
"44490",0
"44491",7
"44492",1
"44493",4
"44494",5
"44495",6
"44496",5
"44497",2
"44498",2
"44499",2
"44500",3
"44501",3
"44502",5
"44503",2
"44504",4
"44505",0
"44506",2
"44507",6
"44508",2
"44509",4
"44510",2
"44511",1
"44512",1
"44513",1
"44514",6
"44515",0
"44516",1
"44517",0
"44518",0
"44519",0
"44520",0
"44521",6
"44522",0
"44523",5
"44524",1
"44525",7
"44526",6
"44527",0
"44528",0
"44529",7
"44530",6
"44531",6
"44532",6
"44533",0
"44534",1
"44535",3
"44536",1
"44537",5
"44538",5
"44539",6
"44540",6
"44541",5
"44542",6
"44543",1
"44544",5
"44545",1
"44546",4
"44547",2
"44548",1
"44549",3
"44550",7
"44551",3
"44552",2
"44553",6
"44554",1
"44555",3
"44556",0
"44557",0
"44558",3
"44559",3
"44560",1
"44561",6
"44562",6
"44563",1
"44564",4
"44565",0
"44566",0
"44567",7
"44568",3
"44569",0
"44570",1
"44571",0
"44572",3
"44573",1
"44574",4
"44575",1
"44576",1
"44577",7
"44578",1
"44579",6
"44580",1
"44581",7
"44582",3
"44583",3
"44584",2
"44585",2
"44586",1
"44587",7
"44588",6
"44589",1
"44590",4
"44591",0
"44592",7
"44593",1
"44594",2
"44595",1
"44596",4
"44597",4
"44598",6
"44599",2
"44600",2
"44601",1
"44602",6
"44603",1
"44604",5
"44605",2
"44606",0
"44607",0
"44608",0
"44609",3
"44610",0
"44611",0
"44612",7
"44613",0
"44614",0
"44615",3
"44616",5
"44617",1
"44618",2
"44619",5
"44620",0
"44621",1
"44622",1
"44623",7
"44624",0
"44625",0
"44626",7
"44627",6
"44628",0
"44629",3
"44630",2
"44631",4
"44632",0
"44633",4
"44634",3
"44635",5
"44636",6
"44637",0
"44638",0
"44639",1
"44640",2
"44641",0
"44642",7
"44643",1
"44644",5
"44645",2
"44646",6
"44647",6
"44648",2
"44649",2
"44650",7
"44651",0
"44652",0
"44653",3
"44654",0
"44655",6
"44656",5
"44657",7
"44658",1
"44659",2
"44660",2
"44661",1
"44662",2
"44663",2
"44664",1
"44665",4
"44666",4
"44667",4
"44668",4
"44669",6
"44670",1
"44671",3
"44672",4
"44673",4
"44674",4
"44675",5
"44676",7
"44677",1
"44678",5
"44679",4
"44680",4
"44681",4
"44682",2
"44683",4
"44684",4
"44685",0
"44686",7
"44687",4
"44688",2
"44689",3
"44690",4
"44691",6
"44692",3
"44693",3
"44694",1
"44695",1
"44696",6
"44697",6
"44698",7
"44699",2
"44700",6
"44701",3
"44702",2
"44703",0
"44704",7
"44705",6
"44706",1
"44707",0
"44708",6
"44709",2
"44710",4
"44711",1
"44712",5
"44713",4
"44714",4
"44715",2
"44716",0
"44717",1
"44718",6
"44719",1
"44720",1
"44721",3
"44722",2
"44723",4
"44724",1
"44725",4
"44726",0
"44727",0
"44728",4
"44729",2
"44730",6
"44731",5
"44732",1
"44733",4
"44734",0
"44735",0
"44736",1
"44737",3
"44738",2
"44739",7
"44740",3
"44741",1
"44742",1
"44743",4
"44744",4
"44745",7
"44746",2
"44747",0
"44748",1
"44749",4
"44750",5
"44751",4
"44752",2
"44753",5
"44754",0
"44755",5
"44756",3
"44757",7
"44758",0
"44759",0
"44760",1
"44761",0
"44762",0
"44763",3
"44764",2
"44765",5
"44766",5
"44767",1
"44768",6
"44769",5
"44770",1
"44771",0
"44772",1
"44773",1
"44774",6
"44775",0
"44776",6
"44777",3
"44778",5
"44779",7
"44780",6
"44781",2
"44782",4
"44783",4
"44784",1
"44785",0
"44786",1
"44787",0
"44788",4
"44789",5
"44790",0
"44791",0
"44792",4
"44793",1
"44794",5
"44795",4
"44796",1
"44797",3
"44798",1
"44799",0
"44800",3
"44801",4
"44802",4
"44803",1
"44804",0
"44805",1
"44806",1
"44807",2
"44808",4
"44809",1
"44810",2
"44811",5
"44812",0
"44813",3
"44814",2
"44815",5
"44816",5
"44817",2
"44818",2
"44819",1
"44820",2
"44821",3
"44822",0
"44823",2
"44824",3
"44825",1
"44826",4
"44827",0
"44828",1
"44829",0
"44830",3
"44831",2
"44832",3
"44833",1
"44834",1
"44835",0
"44836",4
"44837",1
"44838",1
"44839",1
"44840",3
"44841",1
"44842",2
"44843",3
"44844",2
"44845",1
"44846",3
"44847",4
"44848",2
"44849",1
"44850",3
"44851",1
"44852",3
"44853",0
"44854",4
"44855",4
"44856",1
"44857",3
"44858",4
"44859",4
"44860",4
"44861",5
"44862",4
"44863",2
"44864",3
"44865",3
"44866",1
"44867",3
"44868",5
"44869",3
"44870",0
"44871",2
"44872",3
"44873",0
"44874",5
"44875",0
"44876",0
"44877",2
"44878",2
"44879",4
"44880",2
"44881",3
"44882",1
"44883",5
"44884",0
"44885",0
"44886",0
"44887",4
"44888",3
"44889",1
"44890",0
"44891",5
"44892",3
"44893",4
"44894",2
"44895",1
"44896",0
"44897",1
"44898",3
"44899",2
"44900",1
"44901",0
"44902",4
"44903",2
"44904",2
"44905",1
"44906",0
"44907",5
"44908",5
"44909",0
"44910",0
"44911",0
"44912",1
"44913",0
"44914",4
"44915",1
"44916",0
"44917",2
"44918",4
"44919",3
"44920",4
"44921",4
"44922",5
"44923",2
"44924",2
"44925",0
"44926",0
"44927",4
"44928",2
"44929",3
"44930",4
"44931",0
"44932",5
"44933",1
"44934",2
"44935",2
"44936",1
"44937",1
"44938",0
"44939",2
"44940",1
"44941",2
"44942",1
"44943",1
"44944",3
"44945",1
"44946",4
"44947",4
"44948",2
"44949",1
"44950",0
"44951",2
"44952",3
"44953",3
"44954",2
"44955",3
"44956",2
"44957",3
"44958",0
"44959",1
"44960",1
"44961",1
"44962",3
"44963",2
"44964",0
"44965",3
"44966",2
"44967",1
"44968",0
"44969",3
"44970",3
"44971",3
"44972",0
"44973",2
"44974",2
"44975",3
"44976",1
"44977",0
"44978",0
"44979",1
"44980",5
"44981",3
"44982",0
"44983",3
"44984",5
"44985",2
"44986",4
"44987",1
"44988",0
"44989",1
"44990",4
"44991",1
"44992",3
"44993",3
"44994",3
"44995",1
"44996",4
"44997",4
"44998",5
"44999",3
"45000",2
"45001",0
"45002",0
"45003",0
"45004",2
"45005",2
"45006",2
"45007",2
"45008",2
"45009",1
"45010",0
"45011",3
"45012",1
"45013",0
"45014",2
"45015",4
"45016",3
"45017",0
"45018",2
"45019",1
"45020",2
"45021",1
"45022",1
"45023",1
"45024",1
"45025",4
"45026",3
"45027",3
"45028",2
"45029",0
"45030",0
"45031",2
"45032",3
"45033",2
"45034",1
"45035",3
"45036",4
"45037",3
"45038",5
"45039",0
"45040",2
"45041",0
"45042",2
"45043",0
"45044",3
"45045",3
"45046",3
"45047",1
"45048",4
"45049",0
"45050",4
"45051",1
"45052",5
"45053",3
"45054",3
"45055",2
"45056",2
"45057",3
"45058",0
"45059",2
"45060",3
"45061",1
"45062",0
"45063",1
"45064",0
"45065",3
"45066",0
"45067",1
"45068",5
"45069",1
"45070",3
"45071",3
"45072",3
"45073",3
"45074",0
"45075",1
"45076",1
"45077",3
"45078",4
"45079",3
"45080",0
"45081",2
"45082",5
"45083",0
"45084",3
"45085",2
"45086",4
"45087",0
"45088",3
"45089",5
"45090",1
"45091",4
"45092",4
"45093",2
"45094",5
"45095",1
"45096",5
"45097",0
"45098",2
"45099",4
"45100",2
"45101",1
"45102",0
"45103",0
"45104",0
"45105",4
"45106",3
"45107",4
"45108",4
"45109",5
"45110",3
"45111",1
"45112",4
"45113",3
"45114",0
"45115",0
"45116",4
"45117",4
"45118",5
"45119",3
"45120",0
"45121",0
"45122",3
"45123",4
"45124",1
"45125",0
"45126",0
"45127",1
"45128",2
"45129",1
"45130",5
"45131",5
"45132",3
"45133",5
"45134",2
"45135",3
"45136",0
"45137",1
"45138",1
"45139",2
"45140",0
"45141",1
"45142",1
"45143",0
"45144",3
"45145",2
"45146",0
"45147",1
"45148",3
"45149",4
"45150",4
"45151",0
"45152",0
"45153",5
"45154",0
"45155",4
"45156",0
"45157",4
"45158",0
"45159",1
"45160",4
"45161",3
"45162",2
"45163",1
"45164",1
"45165",2
"45166",0
"45167",0
"45168",5
"45169",0
"45170",0
"45171",5
"45172",1
"45173",0
"45174",2
"45175",2
"45176",1
"45177",0
"45178",2
"45179",2
"45180",0
"45181",0
"45182",2
"45183",2
"45184",0
"45185",5
"45186",1
"45187",0
"45188",0
"45189",2
"45190",5
"45191",3
"45192",1
"45193",3
"45194",3
"45195",1
"45196",0
"45197",3
"45198",2
"45199",5
"45200",3
"45201",0
"45202",3
"45203",2
"45204",2
"45205",4
"45206",3
"45207",4
"45208",0
"45209",3
"45210",0
"45211",0
"45212",3
"45213",4
"45214",3
"45215",4
"45216",1
"45217",0
"45218",4
"45219",1
"45220",4
"45221",3
"45222",5
"45223",0
"45224",5
"45225",1
"45226",2
"45227",2
"45228",0
"45229",2
"45230",0
"45231",1
"45232",0
"45233",4
"45234",2
"45235",3
"45236",1
"45237",1
"45238",0
"45239",4
"45240",4
"45241",5
"45242",1
"45243",0
"45244",1
"45245",3
"45246",4
"45247",1
"45248",4
"45249",4
"45250",1
"45251",3
"45252",0
"45253",0
"45254",4
"45255",0
"45256",0
"45257",4
"45258",0
"45259",2
"45260",5
"45261",0
"45262",3
"45263",0
"45264",5
"45265",0
"45266",0
"45267",5
"45268",3
"45269",5
"45270",4
"45271",0
"45272",3
"45273",0
"45274",3
"45275",0
"45276",4
"45277",0
"45278",0
"45279",0
"45280",0
"45281",0
"45282",1
"45283",1
"45284",5
"45285",2
"45286",1
"45287",5
"45288",4
"45289",3
"45290",5
"45291",0
"45292",0
"45293",1
"45294",3
"45295",1
"45296",0
"45297",3
"45298",4
"45299",4
"45300",3
"45301",1
"45302",2
"45303",0
"45304",1
"45305",4
"45306",3
"45307",2
"45308",4
"45309",4
"45310",4
"45311",5
"45312",0
"45313",3
"45314",4
"45315",0
"45316",2
"45317",4
"45318",2
"45319",0
"45320",4
"45321",0
"45322",1
"45323",3
"45324",3
"45325",5
"45326",4
"45327",2
"45328",0
"45329",0
"45330",5
"45331",2
"45332",2
"45333",2
"45334",0
"45335",0
"45336",0
"45337",4
"45338",0
"45339",2
"45340",1
"45341",0
"45342",1
"45343",1
"45344",0
"45345",2
"45346",3
"45347",1
"45348",0
"45349",3
"45350",1
"45351",0
"45352",0
"45353",3
"45354",0
"45355",1
"45356",3
"45357",1
"45358",3
"45359",2
"45360",4
"45361",0
"45362",1
"45363",3
"45364",0
"45365",2
"45366",4
"45367",5
"45368",1
"45369",0
"45370",2
"45371",2
"45372",3
"45373",4
"45374",3
"45375",0
"45376",0
"45377",5
"45378",3
"45379",4
"45380",2
"45381",0
"45382",0
"45383",3
"45384",0
"45385",3
"45386",0
"45387",1
"45388",5
"45389",4
"45390",0
"45391",4
"45392",3
"45393",0
"45394",4
"45395",2
"45396",0
"45397",2
"45398",0
"45399",1
"45400",4
"45401",4
"45402",2
"45403",1
"45404",5
"45405",1
"45406",5
"45407",1
"45408",2
"45409",1
"45410",0
"45411",2
"45412",5
"45413",0
"45414",0
"45415",1
"45416",4
"45417",1
"45418",4
"45419",4
"45420",1
"45421",2
"45422",1
"45423",1
"45424",1
"45425",0
"45426",2
"45427",0
"45428",1
"45429",1
"45430",0
"45431",0
"45432",3
"45433",3
"45434",0
"45435",5
"45436",0
"45437",1
"45438",2
"45439",0
"45440",3
"45441",0
"45442",1
"45443",2
"45444",1
"45445",4
"45446",2
"45447",0
"45448",2
"45449",0
"45450",0
"45451",3
"45452",4
"45453",1
"45454",4
"45455",5
"45456",1
"45457",0
"45458",3
"45459",0
"45460",3
"45461",4
"45462",2
"45463",4
"45464",0
"45465",4
"45466",0
"45467",0
"45468",3
"45469",0
"45470",2
"45471",2
"45472",1
"45473",2
"45474",5
"45475",3
"45476",1
"45477",4
"45478",3
"45479",4
"45480",1
"45481",0
"45482",0
"45483",0
"45484",0
"45485",4
"45486",0
"45487",3
"45488",3
"45489",0
"45490",3
"45491",0
"45492",1
"45493",2
"45494",0
"45495",2
"45496",2
"45497",2
"45498",3
"45499",5
"45500",0
"45501",3
"45502",0
"45503",1
"45504",3
"45505",0
"45506",3
"45507",1
"45508",3
"45509",0
"45510",4
"45511",0
"45512",2
"45513",1
"45514",1
"45515",2
"45516",2
"45517",0
"45518",1
"45519",2
"45520",5
"45521",0
"45522",2
"45523",5
"45524",4
"45525",3
"45526",1
"45527",1
"45528",2
"45529",2
"45530",0
"45531",1
"45532",4
"45533",2
"45534",0
"45535",1
"45536",2
"45537",0
"45538",1
"45539",5
"45540",4
"45541",5
"45542",3
"45543",3
"45544",3
"45545",4
"45546",3
"45547",4
"45548",2
"45549",0
"45550",2
"45551",1
"45552",0
"45553",1
"45554",3
"45555",0
"45556",3
"45557",1
"45558",0
"45559",3
"45560",1
"45561",1
"45562",2
"45563",3
"45564",2
"45565",1
"45566",0
"45567",4
"45568",4
"45569",0
"45570",5
"45571",3
"45572",2
"45573",1
"45574",2
"45575",0
"45576",1
"45577",1
"45578",1
"45579",5
"45580",0
"45581",1
"45582",1
